theta,r
0.1268684497492143,5.099599105153882
5.923481992976997,6.375792129669298
5.991968004997461,5.8636584534423
0.3834010055423324,5.362914813785348
0.27874958955066154,5.997928100220232
0.5946710603399411,6.0685033941295465
6.230695532199918,3.8160746188469066
6.2007886956006475,6.038047721598355
0.21281569540491613,4.298209033364747
0.032482762458589366,5.095639032980341
0.5274561784152213,5.180205765988055
6.134887487127257,4.776898207798344
5.8437035553748515,3.508009561933691
5.951852602153162,5.688780102781026
6.152961875429936,3.6984630574420896
6.278217939282884,4.732854140437265
0.6964206048911172,4.772027321804894
6.185433769612004,6.033819816293774
5.960767717712483,4.958265453158196
6.018656065853382,5.08762156874202
6.274141449140837,4.290438530272027
6.2387590492752185,3.945467235993789
6.250693496555625,5.708887101509702
0.2522185616578491,4.195619789278651
6.131340633867282,6.047434177789121
6.149345309555741,4.358125083039592
0.038714633363290625,3.959712229286053
0.09840084004582325,5.092044579724176
0.6218913575583358,5.474493276620051
6.100684357282059,4.950099195342615
6.05532329356634,5.437309227685155
0.0858698493912168,6.473187130492188
0.536089545903598,4.544402454969835
0.05453179618457077,4.637768241326608
0.3614213170021185,3.198342569845987
0.27956883860489856,4.1619870770886305
0.0063664942245621695,3.5940846448738117
0.2564061190599092,5.29397218612766
0.4826180841014163,6.766391244836814
0.11429227897563331,4.776390836182539
0.3969369440883525,5.2612799119715685
6.178715728462784,4.955891194326986
0.15988453956415435,3.7338550114582034
6.177675178901791,4.108142223044476
5.882637334385644,5.645809657439781
0.2865336297247349,5.434388236052877
0.04626350731803145,4.225341140240819
0.056355238974950046,6.155457750676719
6.044545490842555,4.526469195287132
0.25415849114131933,4.585088085125079
0.05896797443581205,6.123039625809673
0.08374877094002915,5.4351622205705254
6.194866944991442,3.8535021900122204
6.254090923761398,3.4980679196856097
0.13623951816662955,7.137452644901321
6.105969472731508,5.164684740113299
0.34120113770129806,5.373023542590201
5.667793309531333,5.7108997999512745
6.169820947866792,5.476052935615259
6.167951876166468,4.00101962207831
6.12737282368811,3.4243474052174063
0.35454631377552204,3.547919262465016
0.3630239505570502,4.80987213201622
6.133889893193972,5.03506546756274
0.17024132509654705,4.776147951024894
6.143975186117479,4.534398423854768
0.05983564549418476,3.5933847549075404
5.932006671195576,5.770497940612327
0.26719379186584086,4.464310645765798
0.0225437080130087,5.393242010972009
5.901301133022482,5.022664868133132
0.04775344129124222,3.9386315253798205
0.11799090795595168,3.6536780859912477
6.076890356911026,5.595492409691809
6.194293157891711,3.9218231727108597
6.265683332981939,5.731287001793321
6.055970640002821,4.814933230191269
0.26709212664017123,4.788028199140491
0.23531424558795636,4.920817082611106
6.03136539068826,5.243789041686706
5.951086749284967,5.437534899091678
0.14840090050305504,4.309801202059497
5.668169661333096,5.210341479264916
6.2205069020349635,4.978129922114841
5.988874422999415,3.841110801525467
6.161769153597154,4.537986002791974
0.3657011431101067,5.607917522690478
6.075437665805418,4.211529002754825
0.43247904349313226,4.717052826617806
5.782997779722815,6.562132786201574
0.14381188592133604,5.62926954506478
5.660586568019132,4.03840623083167
0.26938537483099206,4.820511483140128
0.23695945753608968,5.330173814428251
0.15816849831913674,5.455651885673746
6.241735964174751,6.875236858907151
6.186833744048237,6.578625816777853
5.602415176030948,2.0367101502185236
6.2772250810911565,6.377722850274834
0.14195309607117304,4.301324513091529
0.06143683825637748,4.5765225851362
0.38530919930033475,2.8578788957595864
5.971493668109404,4.702093271912234
6.094907068428769,4.882356925399595
5.975641528263157,5.2492410989492075
6.228477615009217,5.069901370078743
0.16768548929533184,6.279842340649873
5.8854044856413905,3.4682268494196555
5.959498361042372,4.818005007347417
0.01989171532802308,4.6295049722441295
6.153674124011179,5.23102160605504
0.1852969121830501,3.483104713414261
0.3822321029620177,4.885962577841944
6.217787944185142,6.6487990194574795
0.4878253590717392,5.014606410166472
0.23284479873546912,5.047995755096167
