theta,r
0.21743239078547108,3.7049570010101727
0.34395168123887115,4.860279731608299
0.16175573158664985,5.375158031441472
0.06633883694584776,5.647453142946209
6.230651920827327,5.587867073585066
5.830826209437275,3.8177015350642414
6.123061238876947,5.695800419755927
0.37174344257504227,4.296841798482563
5.916671259050992,3.6690650819949036
6.205769273631405,5.816692542039702
6.209604998096377,4.493116049734717
0.047907882897336496,4.999470387557574
0.19202044217418932,5.006997047914623
6.1399523109737215,5.893700401607992
5.807643792248766,5.728415130590736
6.16186711928074,3.5120248035304398
5.990175263439852,4.914947855958803
0.0827301691393105,7.193983942964165
0.058592204318615976,4.42675336972382
6.18250009228456,5.681949102714368
6.052170492474965,4.971209462540594
0.09013614733487053,5.649516268750801
6.0888123269243035,5.729509505186744
0.4990422659264003,5.20034179952834
0.24568054410747928,5.192716385011428
0.3907241647023987,5.12745558247503
0.4221323363748441,5.4596422897477535
0.16368314665202074,5.469882926698828
0.07125503203784542,3.744819643196842
5.9981976035125415,3.7233240624966712
5.661725926866476,5.340922399328994
5.829042080319255,4.845249654820369
6.009214562265898,3.150155366001389
0.24606409554535916,5.375445289952208
6.207481837230903,5.791684830786408
0.32190509370038933,4.686054640155429
0.01889782226488366,4.788356180314306
0.4185584262463656,3.1195878334366887
6.188240443639321,5.200428811278333
5.862976233198102,6.193632715614481
0.07712151572761423,5.083550318468597
0.012078857518329593,4.42653105683558
0.02986475796361413,6.423881794750087
0.08306844655769069,4.376918390132994
0.17856844477240416,5.735906276887787
0.33222536656866436,5.1004624842321835
0.12331682596544868,3.843022286939701
0.2542813685703029,4.991963103432413
5.938301191156631,5.3150205429858834
0.4835906295050351,4.65971997919264
0.21992274075323973,3.0291281557362324
6.003321361475514,5.370173821711407
6.063327281882319,5.285622408457669
0.12295722555033027,4.749927245883119
0.16325443119720975,3.234873505008345
0.11973510024386833,3.7920434693484637
5.50850548159658,5.370857003466496
0.10668709944873428,5.472167483891396
0.11906835666788457,6.23461114209559
6.217839527749563,4.5367492664884725
0.25378877857792015,3.0343569909353256
5.909374435167993,2.8547604942112965
0.10808141328918912,5.1847790925909205
6.165433533553598,5.303262872340187
5.841337617608928,4.096784546276501
0.41858858398147664,5.697803980915362
6.011235615357569,4.537047892466453
0.034658246793279356,4.079035668981481
0.0498426855023242,5.621463354124888
0.3523952073423611,4.686622146783084
5.854484765163824,4.361833258478528
0.22563322888425463,3.203070671249053
0.0056760629397248725,3.089662339762362
6.239747257344018,5.225369693441866
6.058721309525739,6.351551090185451
6.137107248230974,3.935493749388523
0.520476069039469,3.438137094741938
0.5090602927337112,3.1711379162097595
6.194356509708078,4.6409464596807375
0.3809041452481642,6.211982624896392
5.843925594074966,5.315904545619519
0.2954260855312408,6.134846569402048
0.11354279551964791,4.670505594650272
0.3170530533915265,5.035661034060121
5.685769374751747,5.124485116048216
0.12648715409836214,3.8076785219373552
5.932564962627061,4.398155597544735
0.30359396124263616,5.278383771234068
5.95340299687779,4.561085264125083
6.175730160971839,6.350797939218955
6.1246692775179525,5.9927636705077365
6.163374407825412,4.85357084172303
0.016839408613062292,4.586452335315413
6.068436870548652,3.9319202048095123
5.971451328947524,4.462429962215751
6.189032679364676,5.0158762461020165
5.843203987775722,3.7885864023079776
6.170777480928046,5.760494085984628
5.693752973211673,3.9119770112747707
6.101708701972779,5.689438756094091
2.7441397854544696,1.241580643006312
3.8353954105279855,0.7005134854714877
3.477811144836098,0.6781879089131262
3.9895442949629922,0.9425989797853399
2.690961908274228,0.8809168897637676
3.048843987337313,1.3208578693900108
3.153628839200112,0.9358218688828741
2.3246450876087934,1.026323095758281
2.6646686336026706,1.3176143623493108
3.87152610711056,0.9013602854993692
3.299818487163256,1.0844778869383012
4.610293086266212,1.0122321197171598
2.4162887525125267,1.212840168679953
3.141020088287348,1.1419931383144317
3.3887141140841996,0.8534028957384636
2.8832512789160267,0.8144923933552046
3.7877669671121588,1.2785892519652595
2.79900789791376,0.8141067230886357
4.245141206667477,1.3303899276049302
3.6273178189410653,0.7583465466292004
3.2918997417517186,1.0991225058573548
2.9927294124937345,1.2082937807456837
3.5353234428249505,1.0828371840857962
2.2058856800055917,1.0845115119241973
3.055953609975032,0.8707660318115409
3.526305721582862,0.9269756845677392
3.35422422465394,1.1864338786907975
4.565725599460156,1.0722287554996888
3.2950971252458823,1.1898520833995132
2.61740513652917,0.8573420870974784
2.7914050802771375,1.171254281322966
2.800901715201877,0.8073320704171371
2.8548376006184455,1.2978609265956353
3.255591690099257,0.8299124296657974
4.2328815653155605,1.0966523418718428
4.299405890076786,1.2329645778267633
3.1074357133853967,0.6029663757885468
1.7605063895264526,0.6172928094798686
4.4030197280477825,1.2310528385559785
2.7789920994570174,1.2472407620615282
4.204544466472886,1.2929794979282352
2.636944430837567,0.8612437851454784
3.67542110370975,0.8737058532397151
3.3642387842289825,1.2206046147785385
3.5236098551686976,0.9170060445544482
2.4656872460137786,0.9790678972190401
1.9815406249344283,0.8932261637423913
2.107474707118034,1.2844706484620354
2.8911737909932076,1.1530559631266046
4.182399832932957,1.0308917406111575
3.1552466721100867,0.505469168787289
3.7899600101127504,1.045051000985333
3.7383117361040097,0.7477525708709084
4.290583730447793,0.854699365166705
3.2708330326393313,0.9639519141839674
4.7492333281040064,0.6877070863965923
3.156187731162684,0.8731388968019433
2.7674718687122253,1.1312091705765048
3.0636467180765776,0.7340949336031763
3.219607396400738,1.2172499416137748
2.361248518250078,1.246489263764466
3.6111717967239505,0.9606447505763678
1.4599839705388298,1.023622356818353
4.050738890679425,0.8791896376459502
3.295077520038712,1.2128772977521316
1.6051405046768157,0.8791946570236
3.8160810447555775,1.2288849374920452
2.8721319479992125,1.0492650137683504
3.8191150067306303,1.0640540488862786
3.441586189859438,0.9512186477230516
4.350397787698394,0.6741638397296683
3.2835733570138883,0.6204515835506521
3.435321339858835,1.3132358409551017
3.5607085749332628,1.0713267579707362
4.2236034361990615,0.885982844231083
3.2751000512224744,0.811902580469395
3.448650156393349,0.9795703654947044
2.8439197754654253,1.0760360891914127
3.363759200719923,1.4024130720714532
3.9873105760003895,0.892832660619
3.8743259600463666,0.8528297578143389
3.158484037947462,1.1156259521465288
3.4446924007040307,1.200530256130441
4.30838325663547,0.6536478185733322
3.0714634436516315,0.8287023338036617
3.519499474153478,1.2218949710518638
3.0632454713473747,1.2432102483429806
3.7936690146351744,1.0278101997302957
2.1516948819990627,1.1189568507038261
2.948827055875623,1.3079101182926565
3.5339882422137574,0.9082906328465157
4.632395321204169,0.8567970521737409
2.9817029722892356,1.0203990469078248
4.219226402575489,0.836590998461711
3.5697682092701646,1.1774566862712108
3.8082736609109196,0.8872881138688007
3.7374987922512686,0.8680030038268116
4.046816218601393,1.3944156810051835
3.31157092405274,1.1634544372083442
3.6501794200340165,1.0248328320874946
2.820539484701498,1.3272460550685556
3.6579448108256756,0.6486143325657538
2.99627865070203,1.3642595939664983
3.2972254879861285,1.0715613499680101
3.6206286557591705,1.4092304018180077
3.7053919698619135,0.8949815377167218
3.2176295355358007,0.914773237318475
3.6303907779821984,1.1622488011302685
3.1049380752654576,1.0410879524453336
2.1323583833345756,1.1207997290978868
2.041293448620883,1.1212459073814665
3.448421502382983,0.7519555292967878
3.2971750949410716,0.9915612599210327
3.362080683270219,0.9027962877102603
2.1157618676282843,1.033326315886339
3.8370428974867337,1.3164865013603089
2.5508841564111626,1.1945779956509628
3.0273244377264086,1.125300875101892
3.0263378915067363,0.6089938466560378
2.3646285467889205,0.9275632607788254
3.229225414418119,1.130680636788467
4.221260684806895,1.1299499828843613
3.6685386873190065,1.360205485582241
3.010452256679645,0.8074643543810647
3.268768698640072,0.4879747549403016
2.22226190917719,1.039834892986806
4.6832372669496225,1.012967934102682
3.107587253027274,0.842423878800804
3.445637031438038,0.9683925701295262
2.9520401448543407,0.5650855010614277
2.939129176018353,1.2061190763495655
3.649081091210776,1.2443567319551008
2.697120891588093,0.7617356375279334
2.835096614221054,0.8470526378918962
1.9572096543022088,1.1828994196883398
2.4851231716956352,1.0802392474419036
2.8951154127214282,0.8466158208377517
3.133656145862748,0.9555141183125513
2.742630829757773,1.258058473271556
2.5331460395655783,0.8570602518811161
2.1555615031630873,1.1908753880963894
2.7794661586181832,0.8450105224534898
3.6632553312217784,1.1698362831110791
3.4894750130248613,1.0188734831677009
3.1193907850691147,1.0628278767046933
3.1182490511564094,0.9108359844196294
3.6392764915403375,1.0848922178278153
3.046619839009258,1.1400611165011072
2.997500367107694,0.6621619974966675
2.5759728367764647,1.0712490792597122
2.40014137704475,0.7781872821136974
3.087814154790587,0.8795435884065291
4.225981264393691,1.1022195801180892
2.640490110432699,0.9627777286824459
2.764278453366909,1.0331077040397374
2.4826987495749266,0.8929399969077371
3.2528433380011155,0.6569123042253429
3.402151788422032,1.3349647355505545
3.992904022279065,0.9440821718363379
3.875472831764731,0.7572890834760806
2.8533879569031355,1.0607269742559093
2.291224481127635,1.0865071492960388
3.392733769770361,0.9403376366303854
3.668225433043086,0.8109394410904144
1.6365552900630629,1.0002250425243255
3.6213435513272914,0.8911009674864132
2.7685376319470967,1.1538047275607304
2.5807494753519093,0.962050060056304
4.544694105310267,1.0560673057018357
2.545600998479812,0.8216296724020347
3.842620003120551,1.0262521613546831
3.3302299906616315,0.8999177085459455
3.4392018590242093,0.941644678052077
3.0667923112116204,0.9042965308796831
2.7395500091841596,0.7674873802264608
2.5909531419914176,1.0489877870826687
