theta,r
1.7805006555993912,9.365797929570352
4.072808230761173,8.615037751567204
1.9147225486294241,9.170847681460375
5.126277184162205,8.61387332269224
0.3339862373411273,8.11427892570752
3.6490827481053536,9.279276005441693
0.8802715378553947,8.932517882925723
5.425633279116275,9.561944197711627
4.430305704456903,8.936000476624391
4.6433074184657865,9.735798021590377
5.046470504133997,9.766364423434677
3.2806511542078223,8.370858302019752
2.1935799380814616,9.584405189446938
4.930875214702903,9.68865325114075
0.9713149685227317,9.754052119747865
0.34563497074195654,9.036006378998636
0.822873904116464,9.655995941636203
2.1493316656873658,9.730817102667228
0.6737568934218419,8.547943075946963
1.7936210462047335,9.55400101034444
0.42955642454511417,9.814352302989498
3.8273537871738657,8.095821640486735
2.396006949157797,9.365884027220083
3.625032917159818,9.197321278273144
4.452922078261653,8.528485803555178
4.717288904913022,9.919317833609483
0.3934464936912014,8.07020723084786
3.1961216382266406,9.289926664705614
2.5474552818710565,9.339124453350495
3.4290933582568033,8.864958847899649
0.38365043952220906,8.867801462266783
1.8751756732950624,8.010589252543447
2.5696605170860667,8.615035736129276
0.09161801244603364,8.902129136407993
0.4478464122678383,9.928934947321782
0.5129035075058725,8.255104847663405
5.750029060331844,8.971690668214308
4.095105669803018,8.822101677163678
3.118631074668754,8.559085093902569
0.8666050415997273,8.735549303078505
6.04743103485391,8.667774445300076
4.6109199503678004,8.14483026342073
4.908354433365547,8.95197168080356
0.9655160359748829,9.765837409203924
0.4495544617133716,9.508728891023797
2.5186037008601865,8.28340211627855
6.167315697409339,8.046123460153003
1.4993811787009073,9.276607611276503
3.279276283339393,8.697713748201222
4.421040928392071,8.770896593505048
0.24619318359724227,9.602022015924884
1.2902142395754523,9.160883543754426
3.2142775961246297,9.834771926351047
3.18097126130412,9.814443817527
3.5961610905191996,8.178760370803781
5.395610337785609,9.582961536019782
0.7674840675287672,9.093203073941345
5.4044058171593825,8.102030276472167
2.7996721346419764,9.42201661595957
4.445784327804393,9.256767911447866
0.6354315038209147,8.226731936616899
2.5924362226867594,9.861754626025487
4.252825366948563,8.350825035603243
0.7801871106513284,9.301918680997883
4.087737679261625,9.499534136141172
0.10419735372548405,8.65508498255096
0.9708734461861069,8.6359193961329
3.6005925758415085,9.117490053348368
1.3808523134486146,9.2753328345833
4.643852942441383,8.050554887645776
5.467937707034902,9.088788460559037
2.937284011615914,9.634076207015369
0.843016164008578,8.751150612090841
4.729267725259653,8.49167441264969
4.2155927132577915,8.57396818021168
0.7684445299883728,8.24648106421579
2.0594713493103005,9.227065168884968
1.4571550273441334,9.722853689003195
4.0719859679866985,9.849898150268897
3.33493490524185,9.972217351434528
0.9079634218982101,8.940934605377631
5.463811280061673,8.096699912695955
5.13083596776334,9.723552945730285
3.9092566228642833,8.100508157765919
3.4025316761064492,8.164604174454809
4.726133995541092,8.794303117424402
1.596886134605568,9.094197407197488
0.960630872247668,9.73705016443255
4.547683210504463,8.940764874603094
2.1545949957069883,9.060929893024324
3.9793683818326624,8.960317791294585
0.09033574674805976,8.85497244520031
1.9485030677843775,8.69275491719502
0.1817333906868869,8.283131570490244
3.2025577764481277,8.00423778495151
0.8734312128423712,9.77621245831722
2.765647427074219,8.812989641545032
6.191216123051775,8.172781144147862
6.283027933090162,8.13897058722216
0.5059630310704171,9.818881469499642
0.872697594946361,9.472965037918781
1.0531137829181223,9.691823007660675
0.42731688922782085,8.693046520601047
4.679625547022252,9.706725247291926
1.4981295262102323,9.846328771305625
2.1181957159721203,8.197836099306018
3.971486836042035,9.560731951247813
2.424442091008082,9.746421302803267
3.04428419997304,8.227987362548483
5.907100239633333,9.41394209390112
3.428723451504467,9.045701308631587
2.4568692472360745,8.759168544008356
5.8703045231784765,8.582443650892182
5.457843756919805,9.860598333421517
2.2466298394801303,9.554573878511281
4.473148526054876,8.638407887630805
5.188647944988948,8.641759422773465
1.7637774080774027,9.62264068148586
5.98390930980577,9.68392534830349
5.762287305917113,8.133302492147077
6.087347092985903,9.391995283081862
2.877467985266197,8.286905512400432
1.900904571909166,8.29920071301338
4.391961213912367,8.313523949470872
5.1132190665645965,8.706548723870872
6.264400702889321,9.557522101865692
0.5501021569997472,8.509481552711604
0.9436056006906955,8.226263785960837
6.1901158747338885,8.939816459807652
2.907126915511857,9.208571399229543
3.793204213834831,8.526002119233112
5.5334327539621055,9.562146063290934
3.554841261023206,8.892811661698783
1.5884807773903011,8.237251941243901
2.59661178790377,9.85459546057944
2.5183425260693024,8.735318021205956
0.24890419210967193,9.012563784273892
3.4433836841582997,8.568761263704703
5.756091347532201,8.787453586961414
0.7957925940267235,8.74612966851317
0.8041165574346648,9.558796060309934
4.421510200751279,9.878231358162825
2.7590757441522955,9.814457193096702
5.421553263487773,9.327950992239867
2.2290220338388145,9.074746389681371
0.7815856755427153,9.15909982587072
0.7107793216468413,8.530126623228647
2.5222506080808773,8.925456643777647
1.5562366950883824,9.147265136154772
5.809793880595745,9.839157128724434
2.337553497823721,9.273887741427464
6.204716000631478,9.45392331510227
0.8326732146599172,9.714460253039135
1.906496087513732,9.862477190222593
2.1965489171149426,9.106692812174739
0.10575158158496833,9.75698247829799
4.690715327602133,9.661943608159781
6.140503055215076,8.509791827583795
5.235177488629387,8.623602856706453
2.536475104776855,9.31036041155268
3.2886959844865165,8.275072477498504
3.061017180278699,9.47628913262622
1.6410740173072795,8.932857998026323
6.1091481173598225,9.008352801220777
0.6800271011569899,8.419888405455373
3.6934083663735144,9.795549387664641
0.5123403482090932,8.839204170858324
3.542688231301337,9.917502682004223
1.960837351234494,9.823073999292117
1.3099202673817734,8.536044867525675
1.1246802752285696,8.300712868372544
4.23489349866444,8.569107274193128
5.592769233408338,9.597234589568938
1.132321554886391,8.928236335349043
4.8866154875444305,8.284862526083952
5.2497343353877195,8.68126072741245
2.284921982018068,9.385827799013763
5.7368069689248,9.426616138717554
5.146941690914983,8.14805916048151
5.683809714473885,9.200658768456812
3.8391151518787034,9.681330607197884
1.4926396047118855,8.72226012259141
2.9614591874111666,9.984653727740964
1.4702191276947605,9.081178059501505
3.3644859970356915,9.519508304587985
0.5763944651731847,8.789513295930684
3.1577959865558403,9.748448499211161
1.0992660142145667,8.769435043288794
4.497172722814983,9.205598399441802
3.909075882790981,9.221364584448672
0.4257947370834765,8.992786252642562
1.095104569070331,9.812733152144858
3.2609311083870978,9.103660441720356
3.275969538489945,9.378064809191045
3.2747451699565655,9.056796612431663
3.853979535513031,9.160340590391733
4.493020013539907,9.84217374399389
3.154160898072375,8.743343671901485
0.508783143315308,9.164286003516084
5.391191132408318,9.108024110442543
0.3555992998097361,8.08405565977062
4.247754435561526,9.217110484340111
5.184147278021485,9.943847223584791
1.3002251022887352,8.464969639427624
5.314910672299136,9.104816509479575
2.9747877656621147,9.53994568371449
6.231385635332807,9.957740258826265
4.923114602952469,8.431222166264899
4.122190380834731,8.792021485830855
5.243105368267622,8.777108662388622
1.4642186218014002,8.391700288488776
3.3991420891464577,9.158891237099157
0.8897832384769001,9.208239997964892
5.1476523497196505,8.24801495791024
3.143401659821792,9.985758939280663
1.6936994929710696,9.681237963061985
0.16345316756700123,9.18187059993035
5.615172681587161,9.769681578405923
2.967196281826643,9.566015275472186
2.0676651871435543,9.484196244876873
0.773591721437857,9.204578872834587
4.501718495325246,9.78571776341568
2.8079118107071066,8.219483493069397
4.4817457249183,8.046092715665836
4.62330454116795,9.522893542889854
2.622947475481453,8.60407820813045
1.2508384044103225,8.068531732305809
3.9379815451119624,9.96954825987201
2.177408717778972,8.384198376055593
6.12910711317116,8.995069262439863
4.169494552317885,9.58544528021274
3.351045939068425,8.936742173525372
0.12168831294033382,8.241240081117297
4.597841963909918,9.192449621325649
1.6597569875022908,9.519262578009526
1.4116105873512057,8.866515233811663
1.3954477347800092,9.635624948479077
5.15475960187861,8.994292929601624
2.944996089995256,8.976954504574922
3.3424630626675396,8.511907782753578
5.536620051793582,9.591408819072997
0.18251741616785927,8.006687406257724
3.0930521840869027,8.751791545448993
0.027237031775747492,9.695909301327642
